target,provider,lead,tmax,tmin,precip,wind
2026-06-15,arpege,2,15.3,8.6,0.1,
2026-06-15,arpege,3,14.7,7.9,0.2,
2026-06-15,ecmwf,1,13.5,7.2,2.4,24.9
2026-06-15,ecmwf,2,13.1,7.3,1.8,24.6
2026-06-15,ecmwf,3,13.4,7.8,1.2,25.3
2026-06-15,ecmwf,4,12.8,7.7,1.2,21.6
2026-06-15,ecmwf,5,12.3,7.4,6,22.5
2026-06-15,ecmwf,6,12.5,8.6,2.1,18
2026-06-15,ecmwf,7,24.4,12,0.3,21.9
2026-06-15,gem,1,15,8.3,1.1,20.2
2026-06-15,gem,2,15.7,8.6,1.5,18
2026-06-15,gem,3,15.4,7.4,1.4,16.2
2026-06-15,gem,4,12.6,6.9,4.9,16.2
2026-06-15,gem,5,14,7.1,14.7,
2026-06-15,gem,7,19,9.7,0,16.2
2026-06-15,gfs,1,12.6,6.2,0.5,25.1
2026-06-15,gfs,2,13.5,7,1.2,24.8
2026-06-15,gfs,3,13.5,6.1,0.9,22.4
2026-06-15,gfs,4,13.5,7.2,0.6,22.1
2026-06-15,gfs,5,14.2,6.2,2.5,21
2026-06-15,gfs,6,20.8,9.1,0.3,14.3
2026-06-15,gfs,7,22.9,5.9,0,19.2
2026-06-15,icon,1,13.7,7.7,0,24.3
2026-06-15,icon,2,13.7,8.2,0,20.2
2026-06-15,icon,3,14.6,8.3,1.2,16.8
2026-06-15,icon,4,15.4,8.6,0,17
2026-06-15,icon,5,12.9,8.1,0.9,17.7
2026-06-15,icon,6,19.1,9.7,0,15.4
2026-06-15,ukmo,1,15.5,7.1,0.3,23
2026-06-15,ukmo,2,15.5,7.4,0.4,21.2
2026-06-15,ukmo,3,15.1,7.3,0.9,22
2026-06-15,ukmo,4,14.7,7,2.3,24.1
2026-06-15,ukmo,5,13.3,7.4,2.2,20.9
2026-06-15,ukmo,6,14.9,7.6,0.1,18.7
2026-06-16,arpege,1,18.5,6.8,3.9,
2026-06-16,arpege,2,19.7,9.3,3.4,
2026-06-16,arpege,3,17.9,10,0.3,
2026-06-16,ecmwf,1,18.6,7.7,3.3,17.6
2026-06-16,ecmwf,2,17.6,7.7,0.3,20.3
2026-06-16,ecmwf,3,16.7,7.2,0.9,14.2
2026-06-16,ecmwf,4,19.2,7.1,0.3,17.6
2026-06-16,ecmwf,5,19.6,7.1,0.3,15.4
2026-06-16,ecmwf,6,15.6,7,0,16.3
2026-06-16,ecmwf,7,20.2,9.8,0.3,21.1
2026-06-16,gem,1,17.9,8.2,1,14.4
2026-06-16,gem,2,18.9,7.1,5,17.6
2026-06-16,gem,3,18.8,7.2,0.2,14
2026-06-16,gem,4,18.8,6.1,0.9,11.5
2026-06-16,gem,5,18.5,5.5,0.2,
2026-06-16,gem,7,21.2,11.5,0,11.9
2026-06-16,gfs,1,17.8,5.6,1.2,17.7
2026-06-16,gfs,2,18.5,5.5,3.2,18.7
2026-06-16,gfs,3,15.5,5.7,0,18.9
2026-06-16,gfs,4,17.4,4.8,0.1,17.4
2026-06-16,gfs,5,16.8,5.1,0,17.1
2026-06-16,gfs,6,21.2,6.6,0,12.5
2026-06-16,gfs,7,25.9,8.8,0,12.3
2026-06-16,icon,1,18,7.5,0.5,17.8
2026-06-16,icon,2,18,8.3,2.9,13.7
2026-06-16,icon,3,18.4,8.5,0.7,13.7
2026-06-16,icon,4,18.6,8.2,0.3,13.3
2026-06-16,icon,5,18.8,7.5,0,16.1
2026-06-16,icon,6,20.1,6.5,0,18.6
2026-06-16,ukmo,1,18.1,6.6,0.2,20.9
2026-06-16,ukmo,2,17.7,7.1,2,22.3
2026-06-16,ukmo,3,17.4,8.3,0,12.2
2026-06-16,ukmo,4,20.1,9,0,17.3
2026-06-16,ukmo,5,16.9,7.6,0,18.7
2026-06-16,ukmo,6,17.5,7.4,0,11.5
2026-06-17,arpege,1,20.3,13.2,4.8,
2026-06-17,arpege,2,19.5,12.6,0,
2026-06-17,arpege,3,20.6,13.3,0.3,
2026-06-17,ecmwf,1,19.2,11.6,0.9,13.8
2026-06-17,ecmwf,2,19.2,11,0.3,13.5
2026-06-17,ecmwf,3,19.7,10.9,0.6,14.8
2026-06-17,ecmwf,4,20,12.9,1.2,15
2026-06-17,ecmwf,5,23.2,14.5,1.5,17.1
2026-06-17,ecmwf,6,21.5,13.2,0,18.7
2026-06-17,ecmwf,7,19.7,10,0,20.9
2026-06-17,gem,1,21.3,11.6,1.5,13
2026-06-17,gem,2,20.7,11.2,1.2,15.1
2026-06-17,gem,3,20.7,11.6,0,12.6
2026-06-17,gem,4,22,12.4,0.3,14.8
2026-06-17,gem,5,26,10.9,0,
2026-06-17,gem,7,20.7,9,0,11.2
2026-06-17,gfs,1,20.6,11.4,2.8,15.5
2026-06-17,gfs,2,22.3,11.6,1.3,16.3
2026-06-17,gfs,3,21.2,9.7,0.6,16.4
2026-06-17,gfs,4,22.1,9.3,0,15.9
2026-06-17,gfs,5,20.8,6.6,0,13.2
2026-06-17,gfs,6,21.8,8.6,0,19.5
